NAMES,REVIEWS,RATING
Rahul kharat,"

  Super video quality

",5.0 out of 5 stars
raushan,"

  Nice product

",5.0 out of 5 stars
Krishna,"

  Good product

",4.0 out of 5 stars
Kumar,"

  Good product

",5.0 out of 5 stars
Naushad D.,"

  Good product

",4.0 out of 5 stars
VaniSekhar Jayasreeharsha,"

  Super

",5.0 out of 5 stars
milan,"

  Good picture quality & sound in this price range.

",5.0 out of 5 stars
Ramesh ,"

  Very happy value for money

",5.0 out of 5 stars
sandeep chavan,"

  Nice Tv , value for money.

",4.0 out of 5 stars
Rakesh Thambiath,"

  Product is fine, functioning well after self installation

",5.0 out of 5 stars
Murarji Harmalkar,"

  Smart features, picture quality and voice quality is good

",4.0 out of 5 stars
satish,"

  Ok ok

",4.0 out of 5 stars
Suprej Mohana Keerthi,"

  One liner - I am satisfied with all the features of this product.

",5.0 out of 5 stars
Mahadev,"

  Picture quality of this tv is simply incredible, just  go for it.

",5.0 out of 5 stars
Farhaan Chauhan,"

  Picture quality is not bad, but the voice is coming crack so much

",1.0 out of 5 stars
Venkat,"

  TV very Excellent But The Tv installation Is Very Very Bad Worest

",4.0 out of 5 stars
Imran patel,"

  There was issue with sound ... Kindly look in to this reply asap.

",1.0 out of 5 stars
Vandana B.,"

  Very nice smart TV at this price range for 32 inch. Good to have.

",4.0 out of 5 stars
Venkat,"

  Excellent product, picture quality and sound was good. no draw back.

",5.0 out of 5 stars
Ram,"

  Worth the price 👍

",5.0 out of 5 stars
Demech Engineers,"

  Good product value for money.. Picture quality is superb, real hero of smart tv

",4.0 out of 5 stars
Prateek,"

  Best tv under the budget. Great picture quality!

",5.0 out of 5 stars
Dayakar,"

  Overall satisfied with it

",4.0 out of 5 stars
Khurshid,"

  Excellent picture quality

",5.0 out of 5 stars
Devender,"

  Voice recognition problen

",5.0 out of 5 stars
Priya,"

  Picture quality is good..

",4.0 out of 5 stars
SUHAS B. JAMDADE,"

  Good

",5.0 out of 5 stars
sp,"

  Good

",5.0 out of 5 stars
Uday D. Jadav,"

  I am not happy because my vu tv is not install in 10 day in abov

",5.0 out of 5 stars
Amit S Nandgaonkar,"

  Excellent product with good picture quality and superb features.

",5.0 out of 5 stars
Amazon Customer,"

  The TV is working very well! Great clarity and sound experience!

",5.0 out of 5 stars
Govind,"

  TV is very good 👌👌but installation service is very poor so bad

",5.0 out of 5 stars
Sudhir kumar gupta,"

  Good product in this value.picture quality is good.

",5.0 out of 5 stars
Yogesh,"

  Good Product

",4.0 out of 5 stars
Ani chattetjer,"

  Very poor picture quality and not at all a smart TV. No voice recognition

",1.0 out of 5 stars
PANKAJ NANDANKAR,"

  It is wonderful HD smart Tv with minimum cost.It is value of money

",5.0 out of 5 stars
Tarun Dendukuri,"

  Severe issue, unable to pair the remote with Bluetooth.

",4.0 out of 5 stars
siva,"

  Good picture quality but improvisation in sound quality

",5.0 out of 5 stars
BISWARANJAN DUTTA,"

  Good and value for money

",4.0 out of 5 stars
AK,"

  Good after sales service from VU in providing extended warranty

",5.0 out of 5 stars
Mary,"

  Very good product for the price and amazing service from Amazon

",5.0 out of 5 stars
Sva Corporate Services & Trade Pvt Ltd,"

  good tv in the price range, good picture quality  and features.

",5.0 out of 5 stars
Amazon Customer,"

  I like it because it's nice ,awsome & price  is too good.

",5.0 out of 5 stars
Sreenivasa,"

  Good features and good TV within budget

",5.0 out of 5 stars
PANKAJ KUMAR,"

  BEST IN THE MARKET NICE PICTURE QUALITY AND SOUND

",5.0 out of 5 stars
Rakesh,"

  Na

",4.0 out of 5 stars
Asha Madhavan,"

  Sound quality is poor

",4.0 out of 5 stars
Bala sathish kumar ,"

  Super quality picture, sound is Dolby atoms is good, ram management is very poor

",5.0 out of 5 stars
deepak,"

  Best tv .its the first product from amazon that compels me to give 5 star.

",5.0 out of 5 stars
Deepika,"

  Great buy

",5.0 out of 5 stars
sundararao,"

  Very good

",4.0 out of 5 stars
Abhay singh,"

  Picture quality is good , sound is good ...

",5.0 out of 5 stars
Amazon Customer,"

  Overall it's a value for money product. Simply awesome

",5.0 out of 5 stars
Amazon Customer,"

  Viewing angle and sound quality was Soo good..

",4.0 out of 5 stars
Rahul,"

  Good feature LED, with Amazing Picture Quality

",4.0 out of 5 stars
v.dilli babu,"

  Super

",5.0 out of 5 stars
manmath channappa shete,"

  This VU TV is the best of pictur,voice and sound well quality.

",5.0 out of 5 stars
RAKESH KUMAR,"

  Worthable  product.  But  Sound  quality only  disappointed.

",4.0 out of 5 stars
Pranali Kadam,"

  Good quality at very affordable prices

",4.0 out of 5 stars
Sunny,"

  Amazon keep on crashing. Casting Lags.

",2.0 out of 5 stars
Amazon Customer,"

  It's pretty good quality in this price

",5.0 out of 5 stars
Vignesh nayak,"

  Best tv in this price range very satisfied with product.

",5.0 out of 5 stars
Amazon Customer,"

  Good

",5.0 out of 5 stars
KUNAL,"

  One of the best choice in this price.

",5.0 out of 5 stars
Dhanesh S.,"

  Good Android TV at this price.

",5.0 out of 5 stars
Jayant masan,"

  Got android TV in affordable price with good quality and sound.

",5.0 out of 5 stars
Sathish,"

  It's good product nd overall everything is good

",5.0 out of 5 stars
Amazon Customer,"

  Value for money

",4.0 out of 5 stars
partha konwar,"

  Good picture quality but a bit of lag with remote....overall good tv

",5.0 out of 5 stars
Vijayakumar. A,"

  Value for money smart TVBut screen mirroring slow

",5.0 out of 5 stars
P K Kushwaha,"

  Sound quality is pathatic

",1.0 out of 5 stars
Ravikanth,"

  More than Worth TV for the cost and very good quality

",5.0 out of 5 stars
Kailash Gianani,"

  Reset the tv for Amazon prime. Rest all good.

",4.0 out of 5 stars
V S.,"

  Sound quality not good

",3.0 out of 5 stars
Public,"

  Super I pay only 10499

",5.0 out of 5 stars
Vasu,"

  Good tv

",4.0 out of 5 stars
Dipin Varghese,"

  Picture quality is very good. Happy with VU customer service.

",5.0 out of 5 stars
NIKHIL PS,"

  Very good sound quality and picture clarity. Worth for money.

",5.0 out of 5 stars
Narendra S.,"

  Value for money.. excellent product at very reasonable price.

",5.0 out of 5 stars
Pravin Shanmugam,"

  The smart tv works as promised. A sound bar is a must though.

",5.0 out of 5 stars
Nagarjuna venkat ,"

  Nice tv in these price segmentOver all very good.

",5.0 out of 5 stars
RAJANIKANT P.,"

  Not satisfactory with picture quality

",3.0 out of 5 stars
Sarthak madan,"

  its very good tv nice picture quality

",5.0 out of 5 stars
Amazon Customer,"

  Really Excellent TV.  Value for money

",5.0 out of 5 stars
Abhishek Kumar,"

  Pic quality and audio quality is good

",5.0 out of 5 stars
Obula reddy,"

  Good t v sound was very clear

",5.0 out of 5 stars
Lalitesh Upadhyaya,"

  voice recognition not working

",5.0 out of 5 stars
K.murali,"

  Just OK but tv technician was not came to install tv

",5.0 out of 5 stars
Ashish,"

  Everything is perfect but it cost me extra 2k rupees

",1.0 out of 5 stars
jagadeesh,"

  Sound is good and not satisfied with picture quality

",4.0 out of 5 stars
Tanmay,"

  Overall good tv but installation service is not good

",4.0 out of 5 stars
KARTHIK,"

  Nice TV but sound voice clarity needs to be improved

",4.0 out of 5 stars
Prerna,"

  Good tv ... Overall experience is excellent.

",4.0 out of 5 stars
Sunny,"

  Best Tv within budget

",5.0 out of 5 stars
Suman Ghosh,"

  Superb experience viewing this tv with very reasonable price

",5.0 out of 5 stars
Amazon Customer,"

  vu tv (free installation) but installation cost is 650 taken

",1.0 out of 5 stars
Lawrence,"

  Product goodInstallation services very very very worst

",4.0 out of 5 stars
Vignesh,"

  Super tv in low range and cheap and best of 2019&20 vu rocks

",5.0 out of 5 stars
Amazon Customer,"

  Compare to all product in low cost i recommend this product.

",4.0 out of 5 stars
Naveena,"

  Sound system is not goodRemote is not working properly

",3.0 out of 5 stars
Silambu Silambarasan,"

  Sound  voice and Picture Quality is Good  Dolby audio super,

",4.0 out of 5 stars
raghu,"

  Excellent no talk this is TV ante

",5.0 out of 5 stars
Amazon Customer,"

  Good product.

",5.0 out of 5 stars
saikiran,"

  Nice picture quality and features

",5.0 out of 5 stars
JAY NARAYAN BEHERA,"

  It is a good product. Let's hope it doesn't upset.

",5.0 out of 5 stars
MANJUNATHA TH,"

  Smart feature

",5.0 out of 5 stars
Yaksh S.,"

  Both are good

",4.0 out of 5 stars
Nidhi,"

  Supery

",5.0 out of 5 stars
Nagaraj.G,"

  Good tv, it's worth for price.But the sound quality is normal only.

",5.0 out of 5 stars
Vijendra thakur,"

  Best buy....in that budget segment..

",4.0 out of 5 stars
SAINATH REDDY,"

  Nice tv, my family is very happy with this product.

",5.0 out of 5 stars
Amazon Customer,"

  Best quality picture

",5.0 out of 5 stars
raja,"

  Overall very nice tv

",5.0 out of 5 stars
Sonu k.,"

  Very cheap picture quality...Will return this package

",1.0 out of 5 stars
azhar patel,"

  Best quality .best rate.made in California...nice product..

",5.0 out of 5 stars
Govind Laxmikant Patil,"

  Picture quality is very good.I strongly recommend VU Android T.V.

",5.0 out of 5 stars
SYED shakil pasha,"

  Good

",4.0 out of 5 stars
ganapathe,"

  I don't see any voice recognition

",5.0 out of 5 stars
Ganesh,"

   Nice products.

",5.0 out of 5 stars
dharshan,"

  I like so much

",5.0 out of 5 stars
GAJANAND,"

  Good product on this price.

",5.0 out of 5 stars
Veeramani,"

  Picture quality, smart features amazing. Super tv.

",4.0 out of 5 stars
Sanjay,"

  Picture quality excellent.sound bit disappointing.

",4.0 out of 5 stars
Amazon Customer,"

  Smart features are good....picture quality is good

",4.0 out of 5 stars
Raaz Gopal,"

  Excellent Android TV in this price segment

",5.0 out of 5 stars
Yogesh kumar,"

  Very good product

",5.0 out of 5 stars
murtaza agarwala,"

  Excellent working till now.. fully satisfied with product.

",5.0 out of 5 stars
VIRESH,"

  Picture quality nice 👌Sound quality okRate ok

",4.0 out of 5 stars
Ajay patil,"

  Picture quality is Good and overall all function is 👌👌👌

",5.0 out of 5 stars
Firoj Shaik,"

  Very nice TV with excellent features, working as expected.

",5.0 out of 5 stars
naren,"

  Perfect Tele, family is loving it.

",5.0 out of 5 stars
krishnam,"

  Very poor picture quality  with hg

",3.0 out of 5 stars
Sunil,"

  Features are awesome. Voice recognition not working

",5.0 out of 5 stars
Mahesh prajapati,"

  Tv is very good but service is very very  bad service is nat proper

",1.0 out of 5 stars
Shahwali,"

  Good

",5.0 out of 5 stars
Shrikant Raorane,"

  Nice

",5.0 out of 5 stars
Ramesh Poplay,"

  Good

",5.0 out of 5 stars
srikanth naidu,"

  Nice

",5.0 out of 5 stars
Amazon Customer,"

  Nice sound

",5.0 out of 5 stars
Amazon Customer,"

  Overall the product is good as per expectation...

",5.0 out of 5 stars
Arun Krishna G S,"

  Good tv. Nice user interface. Good sound quality.

",5.0 out of 5 stars
Rajamudi,"

  It's not support to Cast my screen option

",5.0 out of 5 stars
Sai sri ram viswanadha,"

  Good

",4.0 out of 5 stars
Amazon Customer,"

  no google voice support and screen mirroring is very slow

",5.0 out of 5 stars
Vinay Rajput,"

  Picture quality is good but speaker is not good quality .

",4.0 out of 5 stars
Urmila Chakraborty,"

  Great android TV with fantastic picture and sound quality

",5.0 out of 5 stars
Manitrendz,"

  Best product at affordable price.

",4.0 out of 5 stars
Prakash Ajmera,"

  Super T V less cost more Benefits

",5.0 out of 5 stars
Karthikeyan R,"

  VU tv is good at this price range

",5.0 out of 5 stars
Tejaswini Ghatamaneni,"

  People are responding immediately if there are any issues

",4.0 out of 5 stars
Amazon Customer,"

  Everything is okay but USB pen drive not supporting.

",4.0 out of 5 stars
Vikram K. Aher,"

  Nice product.

",3.0 out of 5 stars
Saravanan,"

  Picture quality is excellent.  Worth for money

",4.0 out of 5 stars
muzaif khan,"

  Awesome Tv Best Feature Like Sound Dolby Audio Iam 100% Satisfied

",5.0 out of 5 stars
Sanjeev C.,"

  I liked it

",4.0 out of 5 stars
Nijanthan,"

  Good semma

",5.0 out of 5 stars
gopi,"

  Nice product happy to use it thank you uv.......

",5.0 out of 5 stars
KUMAR,"

  Worthful for price..Good product..

",5.0 out of 5 stars
Vishwas Kutaskar,"

  Super value for money TV

",5.0 out of 5 stars
GKB,"

  Voice recognition is nice and sound quality is also nice

",4.0 out of 5 stars
Ranjan,"

  Nice TV with all features working well. Good experience.

",5.0 out of 5 stars
Shailesh D.,"

  Excellent TV with fantastic features in affordable price

",5.0 out of 5 stars
Linganna,"

  Installation person was not attended what is the problem

",4.0 out of 5 stars
Shubhangi,"

  Nice picture quality, product was as good as expected 🌟

",5.0 out of 5 stars
shivbhanu singh yadav,"

  Good product and satisfied with features,worth for money

",5.0 out of 5 stars
Amazon Customer,"

  Nice product ,screen cast slow ...but value this product

",5.0 out of 5 stars
Ashok,"

  Bang for the buck

",5.0 out of 5 stars
Sunil Maruti Wakchaure,"

  Quality of product is very good.

",5.0 out of 5 stars
P.Mahesh,"

  I'm recommend for your best budget tv there is no doubt👌

",5.0 out of 5 stars
maulik,"

  Perfect

",5.0 out of 5 stars
Amazon Customer,"

  Smart featured in budget

",5.0 out of 5 stars
Sumit Singh,"

  Excellent in price range

",5.0 out of 5 stars
aarif,"

  Voice is Not Good

",5.0 out of 5 stars
Amazon Customer,"

  Value for money 🙏

",5.0 out of 5 stars
Tirupathirao daketi,"

  Excellent

",5.0 out of 5 stars
SandyCool,"

  Nice view

",4.0 out of 5 stars
Parvesh,"

  Ok

",4.0 out of 5 stars
shailesh m kaswala,"

  Wrong size tv delivered & not provided solution

",1.0 out of 5 stars
Panduga Venkat ram,"

  Very very smart TV which I liked it very much..

",5.0 out of 5 stars
SUNIL KUMAR BANSAL,"

  Good picture quality. LCD panel. Not IPS Panel. Poor sound quality.

",3.0 out of 5 stars
Piyush Singh,"

  AAA BATTERIES did not given by supplier

",4.0 out of 5 stars
Amazon Customer,"

  affordable and best in this price range

",4.0 out of 5 stars
Amazon Customer,"

  Very nice and beautiful tv it's quality is very awesome

",5.0 out of 5 stars
Sachikant C.,"

  Good. All the app are working properly. Calie for money

",5.0 out of 5 stars
Rupesh,"

  Nice smart features and clarity ....Good product.

",4.0 out of 5 stars
Amazon Customer,"

  Voice recognition not a feature

",5.0 out of 5 stars
Omkar Pandey,"

  Very good product in low budget

",5.0 out of 5 stars
Bikash Kumar,"

  Except sound quality all good..

",4.0 out of 5 stars
Amazon Customer,"

  Awesome picture quality, sound.

",5.0 out of 5 stars
ANJAIAH,"

  TV is good but meeracast is bad

",4.0 out of 5 stars
Mohan Kumar BN,"

  Good tv for this range nice picture qualiya and sound

",4.0 out of 5 stars
Mukesh kumar,"

  Picture quality, voice recognition & sound quality are very good.

",5.0 out of 5 stars
Bhavani Neelam,"

  Vu TV is very good. Nice picture quality and voice was superb.

",5.0 out of 5 stars
Amazon Customer,"

  Product is poor quality and damaged no refund recd

",1.0 out of 5 stars
vish,"

  Very good product at these price

",5.0 out of 5 stars
Amazon Customer,"

  I like it ,but I want to buy extended warranty

",5.0 out of 5 stars
devesh upadhyay,"

  No one from Installation team contacted me yet

",5.0 out of 5 stars
Prashant pant,"

  Excellent tv in a good price.. totally love it

",5.0 out of 5 stars
Amazon Customer,"

  Excellent picture quality and sound 👌

",5.0 out of 5 stars
Rahul,"

  Gaming remote not delivered with TV...

",4.0 out of 5 stars
aditya,"

  Good product.. installation guys were good and helpful

",5.0 out of 5 stars
RAKESH,"

  Very nice TV with all features working perfectly fine.

",5.0 out of 5 stars
Annapoorani,"

  Awesome TV... Crystal clear picture.. Best performance

",5.0 out of 5 stars
VasuKumar ,"

  Value for money

",4.0 out of 5 stars
Navin raj,"

  Value for money

",5.0 out of 5 stars
Prayut,"

  The looks great, picture quality and sound is amazing.

",5.0 out of 5 stars
Akash meena,"

  I have both iffalcon and vu but It's pretty cool then iffalcon smart tv

",5.0 out of 5 stars
S Rajan,"

  Fantastic performance...Nice to watch YouTube, Prime, etc... Worth to buy...

",5.0 out of 5 stars
Arvind Kumar,"

  Very nice TV with complete smart features. Enjoy it.

",5.0 out of 5 stars
Rajj,"

  Good npicture quality, installation tooo late

",5.0 out of 5 stars
Bhavik,"

  Best TV under 20000 k perfect TV in this price range

",5.0 out of 5 stars
Vino Vellaiyappan,"

  Tv is good working without any issues

",5.0 out of 5 stars
Deepak Goyal,"

  GoodI had baught VU tv 2nd time

",5.0 out of 5 stars
Sathish,"

  I like this product what i excepted in my price range

",4.0 out of 5 stars
anilreddy,"

  Product is good but purchasing in Amazon is too worst

",1.0 out of 5 stars
vishal bhardwaj,"

  Great product.... Timely delivery and installation...

",5.0 out of 5 stars
Nat raj,"

  Just one thing no pendrive support..otherwise awesome

",5.0 out of 5 stars
Anand B.,"

  Very good product at this price, start time bit slow.

",4.0 out of 5 stars
Vijaykumar gupta,"

  Worst products not connecting to WiFi when WiFi is on

",5.0 out of 5 stars
Vijay,"

  Voice recognition is not that much good. But it's ok.

",4.0 out of 5 stars
Jyothi peela,"

  Picture quality super disappoint remote no voice ka meaning

",3.0 out of 5 stars
Saravanan,"

  time to time delivery is good

",5.0 out of 5 stars
Priyaranjan Balabanta Ray,"

  Remote is not working kindly replace the same.

",5.0 out of 5 stars
taviti ramakrishna,"

  all features are like

",5.0 out of 5 stars
Ajit BILOLIKAR,"

  Excellent THANKS

",5.0 out of 5 stars
diggosh kemprai,"

  its very good tv in affordable price

",5.0 out of 5 stars
SKR,"

  Its is good smart tv for lower price

",5.0 out of 5 stars
Amazon Customer,"

  Awesome products in such good price.

",5.0 out of 5 stars
Amazon Customer,"

  Except the audio quality everything seems to be good

",4.0 out of 5 stars
VIMAL RAI,"

  The TV is awesome.No issue

",5.0 out of 5 stars
Shivasadhu,"

  Not worth full

",2.0 out of 5 stars
MURALI MOHAN,"

  Speed of operation is needed

",4.0 out of 5 stars
Amazon Customer,"

  T. V. Is very good quality

",4.0 out of 5 stars
SUJITH BHARANI,"

  No voice recognition facility given in this product. Thats a great disappointment.

",5.0 out of 5 stars
kushal pahuja,"

  volume of audio automatically increases in background music.

",3.0 out of 5 stars
madhusudan,"

  Picture quality good

",4.0 out of 5 stars
D.SANDEEP,"

   Good

",4.0 out of 5 stars
Ajay hooda,"

  good quality product

",5.0 out of 5 stars
Daya,"

  Picture quality good but sound quality  low

",4.0 out of 5 stars
Durgarao,"

  Tv is Good but  voice search is not working

",5.0 out of 5 stars
Moazzam a.,"

  In this price range we get lots of features

",4.0 out of 5 stars
Prem Prakash,"

  Overall very nice product in good budget...

",5.0 out of 5 stars
Naveen kumar,"

  Only add one more ferature in  remote voice

",5.0 out of 5 stars
Amazon Customer,"

  Nice product I got it in 16k in Diwali sale

",5.0 out of 5 stars
Sundar,"

  Worst installation team.very bad experience

",4.0 out of 5 stars
Shirisha,"

  Good product 👍 nd good video 👌 good sound

",5.0 out of 5 stars
Amazon Customer,"

  Features n pictures great but sound is very poor...

",4.0 out of 5 stars
S M Baranidharan,"

  Sound system is good, not able to cast Redmi phone.

",5.0 out of 5 stars
Pradeep Boggarapu,"

  Worst installation service they won't come by time.

",5.0 out of 5 stars
Alak Dass ,"

  Nice Product

",5.0 out of 5 stars
Adarsh,"

  Nice product

",5.0 out of 5 stars
Subhash,"

  Good product

",5.0 out of 5 stars
Amit kumar srivastava,"

  No voice control in the tv.

",4.0 out of 5 stars
Amazon Customer,"

  Simply nice worth for money

",5.0 out of 5 stars
pourush dhiman,"

  Very good in picture quality

",5.0 out of 5 stars
Siddharth  Gupta,"

  Good

",5.0 out of 5 stars
Ankush Sharma,"

  Good

",5.0 out of 5 stars
N Srinivasan,"

  good

",5.0 out of 5 stars
Jibin,"

  Good

",5.0 out of 5 stars
sudhakar,"

  Good

",4.0 out of 5 stars
G.Ramanjaneyulu,"

  Good

",4.0 out of 5 stars
Kanak S.,"

  Prime and youtube and Netflix is very good

",5.0 out of 5 stars
Machindra salunkhe,"

  Led is good, but service is very very bad,

",4.0 out of 5 stars
K.Eswar Mohan,"

  Delivery received as on 07.02.2020 yet to service installation reached.

",4.0 out of 5 stars
Pritam chanda,"

  Good product as price range..

",5.0 out of 5 stars
Naveen Kumar,"

  Good experience until now(1 month)

",4.0 out of 5 stars
Narendra Bathwar K,"

  Nice voice quality but not to fine picture quality

",5.0 out of 5 stars
raidu,"

  Very good TV with good features, working perfectly

",5.0 out of 5 stars
Amazon Customer,"

  One of the best TV in budget.  Good option to buy.

",5.0 out of 5 stars
nilesh rai,"

  Great product, picture and sound amazing,go for it

",5.0 out of 5 stars
Satheshkumar,"

  Picture quality is nice an sound quality also nice

",4.0 out of 5 stars
vinay,"

  Awsome product. Sound and picture quality is good.

",5.0 out of 5 stars
Prakash,"

  Best tv you could ever buy

",5.0 out of 5 stars
kailas,"

  Good product of this prize

",3.0 out of 5 stars
Amazon Customer,"

  Just okChina product

",3.0 out of 5 stars
Ravindra Singh,"

  Awesome! awesome! awesome!

",5.0 out of 5 stars
Kapil,"

  Same problem AgainPlay store is  not working

",4.0 out of 5 stars
k narayan reddy,"

  Ok good product for this price

",4.0 out of 5 stars
Amazon Customer,"

  Value for money

",4.0 out of 5 stars
Supratik Chatterjee,"

  Good value product

",5.0 out of 5 stars
priyanka Rout,"

  VU TV picture quality is best among all TV also sound quality is best. Good service

",5.0 out of 5 stars
Amazon Customer,"

  Vu TV is good and can be self configured.

",5.0 out of 5 stars
sadick,"

  Nothing to say....it's worth for tat cost

",4.0 out of 5 stars
Suby mathew,"

  Vu 32 inch android tv beutiful i am happy

",4.0 out of 5 stars
Suresh Satyanarayanan,"

  Nice and Good Looking_I am Happy with this Budget VU tv

",3.0 out of 5 stars
Amazon Customer,"

  Awesome. Best quality and performance. Thanks vu.

",5.0 out of 5 stars
Rahul dinanath bhoir,"

  Wrist product and no one come for tv installation

",1.0 out of 5 stars
Amazon Customer,"

  All apps are working fine. Including prime video.

",5.0 out of 5 stars
Manoj seth,"

  In this price very good smart TV . I hope go far.

",4.0 out of 5 stars
Hiral bhatt,"

  Product fractures, quality and delivery of Amazon

",5.0 out of 5 stars
Nikhil vachhani,"

  Its a fairly good product.Cheaper and best!

",5.0 out of 5 stars
RAHUL KUMAR,"

  Good product.I'm fully satisfied with this.

",5.0 out of 5 stars
Rajat Shekhawat,"

  Value for money , good picture quality and sound.

",5.0 out of 5 stars
Dhvaneet,"

  Works very nicely and best one in its price range

",5.0 out of 5 stars
Ehtasham Alam,"

  Not able to login in Amazon prime

",4.0 out of 5 stars
Amazon Customer,"

  Extremely happy with the quality.

",5.0 out of 5 stars
Naeem Saifi,"

  Installation process is very poor

",5.0 out of 5 stars
Amazon Customer,"

  Good quality of picture and sound

",4.0 out of 5 stars
Amazon Customer,"

  Beautiful picture quality

",5.0 out of 5 stars
Vinay,"

  GOOD PRODUCT GOOD SERVICE

",5.0 out of 5 stars
Ratesh,"

  Superb product in the price range.

",5.0 out of 5 stars
J Y Goudar,"

  Google Search not working properly.

",4.0 out of 5 stars
Mitesh pawar,"

  Voice recognition is not workingBut paisa wasul ...

",4.0 out of 5 stars
saurabh k.,"

  Very nice VU TV with excellent picture quality super smart features.

",5.0 out of 5 stars
chandrashekhar,"

  Very good quality

",4.0 out of 5 stars
Dhinesh,"

  Nice

",4.0 out of 5 stars
Azeem jagani,"

  Smart features working well accept voice recognition doesn't work.

",4.0 out of 5 stars
Manu,"

  Great tv with hd quality at great price

",4.0 out of 5 stars
Vikram,"

  Worst sound quality. Do not buy this TV.

",2.0 out of 5 stars
RECRYSTAL ENGINEERING,"

  Got best product 👌And non chinese

",5.0 out of 5 stars
Amazon Customer,"

  Worth a buy. Based on 6 months of usage.

",5.0 out of 5 stars
narsing,"

  Evrything good but sound bit low quality

",3.0 out of 5 stars
Kindle customer,"

  Picture quality Excellent, Sound quality also good, Superb TV.

",5.0 out of 5 stars
Rajani Hegde,"

  Good tv purchase at this price range.. Satisfied

",4.0 out of 5 stars
Amazon Customer,"

  Amazing product. Fully satisfied for this Budget

",5.0 out of 5 stars
Guddu mandal,"

  This is a very nice smart led I am very impresse

",5.0 out of 5 stars
Venkatesan,"

  Good product.sound is very clear

",5.0 out of 5 stars
Kumar PS,"

  Worth it.

",5.0 out of 5 stars
TUSHAR KINGER,"

  Very good

",5.0 out of 5 stars
Ushaveerasamy,"

  Very nice

",5.0 out of 5 stars
Vinod Patil,"

  Very good

",4.0 out of 5 stars
jitender kumar,"

  Good

",5.0 out of 5 stars
Naveen Kumar,"

  Awesome TV. Worth buying

",5.0 out of 5 stars
HARSHIT GAUTAM,"

  Every parts is very good

",5.0 out of 5 stars
ANIL VASANT AVHAD,"

  Third class,  under 15 days  pictures  not show.

",1.0 out of 5 stars
Kinnar Bhimani,"

  Very good product with all the android apps support.

",5.0 out of 5 stars
Aanand Kumar Pandey,"

  Okk

",4.0 out of 5 stars
Shekhar Chaudhary,"

  Very good picture and sound quality!!!!

",5.0 out of 5 stars
Somu,"

  Good quality tv but no Google assistant feature

",4.0 out of 5 stars
S Balakrishna,"

  Good picture quality and awesome smart features

",5.0 out of 5 stars
ganesh kadam,"

  Best but remote is not voice recognition system

",5.0 out of 5 stars
Sandeep,"

  Excellent quality and features worth buying....

",5.0 out of 5 stars
Vivek Dhiman,"

  Product is good but installation is not on time

",5.0 out of 5 stars
Divyesh rakholia,"

  Excellent tv smart features and picture quality

",5.0 out of 5 stars
 SHARMA,"

  PRIME VIDEO playing is issue with this TV ,..,l

",2.0 out of 5 stars
Gopala Krishna,"

  Looks like worth for the value of this product.

",4.0 out of 5 stars
Alok singh,"

  Everything is good and this is the best product

",5.0 out of 5 stars
swarna,"

  Product works better as of now.

",4.0 out of 5 stars
Shankar,"

  Nice product with good features

",5.0 out of 5 stars
Manikanta,"

  Nice product with good features

",5.0 out of 5 stars
Deven Vora,"

  TV picture quality is good really happy

",5.0 out of 5 stars
Arun,"

  Awesome.

",5.0 out of 5 stars
Sanket Khandhediya,"

  Build quality is very good. Worth every penny spent

",5.0 out of 5 stars
poras raj purseth,"

  Average product quality

",2.0 out of 5 stars
Amazon Customer,"

  Picture quality perfect

",5.0 out of 5 stars
HARSHDIP MATONDKAR,"

  TV set is  good compare than cost

",5.0 out of 5 stars
rupesh mishra,"

  As per price i am satisfied with this product

",4.0 out of 5 stars
Anthony raja,"

  Quality is good

",4.0 out of 5 stars
pinky,"

  It has all smart features.

",4.0 out of 5 stars
Musku Shivaji,"

  Options difficult to use

",3.0 out of 5 stars
Vibha,"

  Looks gud  nd it's quality is also gud

",5.0 out of 5 stars
vivek kumar,"

  Gzb tv All good but sound = jhakasssss

",5.0 out of 5 stars
Amazon Customer,"

  Complaint, system not properly working

",1.0 out of 5 stars
Bhaskar,"

  Product quality is good for the price.

",4.0 out of 5 stars
Rakesh Kumar Pandit,"

  It's awesome product with lower price.

",5.0 out of 5 stars
Amit Porwal,"

  Overall tv is very good in such price.

",5.0 out of 5 stars
Rupesh,"

  Awesome Tv must buy it now.10/10

",5.0 out of 5 stars
Meraz,"

  Awesome Tv at this price range, just go for it

",5.0 out of 5 stars
Kapil,"

  Built in Chromecast and better picture clarity

",5.0 out of 5 stars
Dr.BHASKAR AGARWAL,"

  good Tv with smart features with minimal pairs

",4.0 out of 5 stars
shivam kiri,"

  Boot up is slowOtherwise good investment

",4.0 out of 5 stars
Naveen Kapoor,"

  Nice picture and sound quality.  Worth buying.

",5.0 out of 5 stars
Monika,"

  Nice TV.... Picture quality is good,voice best

",5.0 out of 5 stars
Sailaja reddy,"

  Good product but sometimes it's not responding

",4.0 out of 5 stars
Amazon Customer,"

  Good product and good service.

",5.0 out of 5 stars
Satyaprem,"

  Voice recognition doesn't work

",5.0 out of 5 stars
vinayak,"

  Bad bad

",1.0 out of 5 stars
Amazon Customer,"

  Very unfriendly remote

",3.0 out of 5 stars
kartik,"

  Happy with it.

",5.0 out of 5 stars
harsh prajapati,"

  best in budget

",5.0 out of 5 stars
